p+n->D+γ,D+p->He3+γ,D+D->n+He3,D+D->p+T,He3+n->p+T,T+D->n+He4,He3+D->p+He4,He3+He4->Be7+γ,T+He4->Li7+γ,Be7+n->p+Li7,Li7+p->He4+He4
1820050147477045.8,37464018235068.625,913780.8615024267,414862.49852355424,19878853.601859678,12.098043141586562,5.7588582564076765,295972088376575.56,498196688952400.5,10588409.391387029,0.38142946873039846
1757537326176588.8,35429150152616.79,867298.8940131573,391448.0457443007,19235532.44002063,10.341179424955106,4.882180310120172,285448613556152.2,482255441691106.5,10176466.785295045,0.3247975474288292
1696889885130107.5,33491978942348.35,822993.791900585,369251.26214160473,18612039.444981184,8.828587627131581,4.133624220843297,275260322933547.38,466744003202567.6,9779429.971767282,0.2762396705573588
1638061359316969.2,31648495960363.07,780772.4177377028,348214.3399608133,18007788.562093902,7.527898881334805,3.4952871287927296,265397820778845.4,451653095538092.06,9396796.884660443,0.23465478350852043
1581006181090558.8,29894825044822.438,740545.2485251597,328281.95096616144,17422210.493601672,6.410808984219867,2.9516461734602553,255851937113456.84,436973588663792.6,9028081.278734671,0.19908477187139853
1525679668929865.5,28227219420609.598,702226.2490034124,309401.15131748747,16854752.230839286,5.452598213911361,2.48925935420953,246613723276635.28,422696498869155.2,8672812.258358093,0.16869689968124674
1472038016229203.2,26642058634617.324,665732.7489903773,291521.28969106503,16304876.59928751,4.63170400394824,2.09650165234832,237674447555323.47,408812987193022.56,8330533.819686187,0.14276827432032502
1420038280126020.2,25135845522366.258,630985.3246263929,274593.91854549275,15772061.81613023,3.9293411238775224,1.7633325587964732,229025590876959.6,395314357866515.25,8000804.405940408,0.12067212056993921
1369638370366952.8,23705203206647.004,597907.6834116123,258572.70843638442,15255801.05997458,3.3291645052350023,1.481091536596353,220658842564863.4,382192056772400.6,7683196.475420689,0.10186566772286913
1320797038212350.8,22346872128871.363,566426.5529241988,243413.3652863395,14755602.052403353,2.8169703007988143,1.2423182983346932,212566096155818.38,369437669920442.56,7377296.081896816,0.08587947318094767
1273473865379610.2,21057707113805.527,536471.5731108162,229073.55051930642,14270986.6510375,2.380431177832099,1.040595097674095,204739445279443.47,357042921938255.75,7082702.467032835,0.0723080237300372
1227629253025830.0,19834674468348.38,507975.192043993,215512.80397105057,13801490.453795824,2.008862224968052,0.8704085240899102,197171179598949.84,344999674577207.3,6799027.664508822,0.06080147184049408
1183224410770300.8,18674849115001.914,480872.56504388404,202692.4694899272,13346662.41404685,1.693014199738811,0.7270285528798486,189853780812864.47,333299925232910.0,6525896.115513078,0.05105837901304373
1140221345757513.5,17575411760667.896,455101.4570648523,190575.62314460098,12906064.46635638,1.4248911617057465,0.6064028407240825,182779918717293.2,321935805479856.8,6262944.295286955,0.04281935149727477
1098582851761455.6,16533646101387.582,430602.14825011155,179127.0039577267,12479271.162542397,1.1975898267938516,0.5050644725454546,175942447328289.9,310899579619757.56,6009820.35041345,0.03586146576405136
1058272498331979.9,15546936063624.297,407317.34256037965,168312.9470868971,12065869.317756422,1.0051582437420674,0.4200515600424864,169334401063888.53,300183643243146.2,5766183.746548908,0.02999339201794065
1019254619984166.6,14612763082669.04,385192.0793851552,158101.31937640763,11665457.666318243,0.8424716354205719,0.3488372678046269,162948990985345.94,289780521803827.3,5531704.926305601,0.025051133887915213
981494305431649.9,13728703418730.361,364173.64804781554,148461.4572055628,11277646.52703833,0.705123467898675,0.28926900100914693,156779601097141.03,279682869205750.47,5306064.9770010505,0.02089431132398614
944957386864925.4,12892425511247.445,344211.50511822297,139364.10656135983,10902057.477769338,0.589330010232955,0.23951563086598035,150819784705260.38,269883466401894.97,5088955.3079976505,0.017402921737408747
909610429275723.4,12101687371943.584,325257.1944489826,130781.36526544583,10538323.038935157,0.4918468295482378,0.19802176163421842,145063260833302.0,260375220004769.03,4880077.337363878,0.014474521629985372
875420719828608.6,11354334017113.318,307264.26985384565,122686.62728723974,10186086.365792766,0.4098958305706266,0.1634681574901786,139503910695917.55,251151160908125.38,4679142.187595755,0.01202177743525681
842356257280927.6,10648294939612.15,290188.2203490605,115054.52907705319,9845000.949188692,0.3411015977173378,0.1347375499918575,134135774229105.56,242204442919507.53,4485870.390144345,0.009970340107096966
810385741452388.1,9981581620992.057,273986.39788072,107860.89785493966,9514730.324578514,0.283435932439746,0.11088513847416298,128953046676868.84,233528341403252.2,4299991.5985022755,0.00825700320036235
779478562745475.8,9352285084199.578,258617.94746330733,101082.70179282955,9194947.789083797,0.2351695999550619,0.09111317745167691,123950075233734.25,225116251933574.28,4121244.309608841,0.006828108849935222
749604791718020.5,8758573487225.798,244043.73965678114,94698.0020293039,8885336.12636739,0.19483040890916298,0.07474911794615959,119121355742638.02,216961688957382.34,3949375.5933401454,0.005638170220391835
720735168709207.1,8198689758069.262,230226.30531157157,88685.90645808872,8585587.33911345,0.1611668459306591,0.06122683446224823,114461529447663.08,209058284466464.22,3784140.829856923,0.004648682716038208
692841093520369.8,7670949271343.864,217129.77251287465,83026.52523304716,8295402.388904755,0.13311657543276867,0.05007052690177798,109965379801120.92,201399786678709.44,3625303.4545891867,0.003827099553682624
665894615151921.5,7173737566834.196,204719.8056575633,77700.92793408643,8014490.943295285,0.10977919429294568,0.04088093776201615,105627829324458.06,193980058728032.34,3472634.7106428356,0.0031459502480581892
639868421597777.5,6705508110270.043,192963.54659891975,72691.10233999213,7742571.12988148,0.09039270202137302,0.03332357016965944,101443936522464.5,186793077362672.5,3325913.408419242,0.0025820831786676915
614735829698655.2,6264780096561.317,181829.5577962367,67979.9147557606,7479369.297181118,0.07431321048632732,0.027118632265697343,97408892850262.62,179832931651562.2,3184925.6922448184,0.002116015730202791
590470775055626.9,5850136295702.834,171287.76740810662,63551.07184350659,7224619.782133706,0.06099747390477503,0.022032468726511368,93518019732541.66,173093821698455.44,3049464.81381293,0.0017313775568502986
567047802005309.5,5460220941526.604,161309.41626995645,59389.083907494576,6978064.684041386,0.04998787028220851,0.017870271283626924,89766765634507.44,166570057363525.62,2919330.912246162,0.0014144343412685555
544442053658090.9,5093737663447.031,151867.0066980706,55479.22958527196,6739453.644774391,0.040899510395255495,0.014469887441279815,86150703184009.72,160256056992148.44,2794330.800592192,0.0011536810267955158
522629262000755.4,4749447461311.892,142934.25306398064,51807.5218982721,6508543.635069692,0.033409190303109675,0.011696570597222075,82665526344307.05,154146346150598.53,2674277.758571724,0.0009394949192064403
501585738064913.8,4426166723438.965,134486.03408468954,48360.675616606306,6285098.746756174,0.02724593875189947,0.009438535818014446,79307047636926.5,148235556368394.94,2558991.3314019153,0.0007638403025947639
481288362162580.06,4095188266955.2095,126259.48005250462,45020.10895733422,6060498.165622986,0.022182942158945045,0.007603203939021766,76071195414072.9,139779766502499.2,2458866.4178183256,0.0006153943386607039
461714574190280.2,3778184486687.0913,118416.50850673408,41858.55754273351,5840781.170791989,0.01803065755022563,0.006114032751536211,72954011180038.0,130935008783242.5,2365610.2751010517,0.0004936574301526751
442842364003029.0,3483860630884.076,111020.1234264651,38902.23591859086,5628695.034235048,0.01463094825549402,0.004907848074403431,69951646961062.4,122663785476088.05,2275315.5001445343,0.00039530280356118384
424650261859510.9,3210736253556.0312,104047.4238736008,36138.99947670211,5423977.123200438,0.011852098687658063,0.003932599726773182,67060362723095.34,114927074497727.03,2187915.446768612,0.0003159797895298971
407117328939775.3,2957417510242.0425,97476.5366092423,33557.34518802458,5226374.405303925,0.009584583460388381,0.003145478038230179,64276523836899.93,107688686199845.22,2103343.573194357,0.00025211983819142125
390223147936751.25,2722592736961.8296,91286.57790223154,31146.382398430564,5035643.038389475,0.0077374827146735065,0.0025113357455329864,61596598589947.62,100915042735394.39,2021533.534080236,0.00020080110322896354
373947813722853.4,2505028217858.8174,85457.616352436,28895.80468835829,4851547.982163702,0.006235450088030955,0.0020013681034503563,59017155744547.36,94574975828080.94,1942419.2666701772,0.00015963552173219102
358271924092924.8,2303564135321.279,79970.63672239873,26795.862771860953,4673862.630184693,0.005016152500862824,0.001592010933677426,56534862141648.53,88639541309709.39,1865935.0712498662,0.00012667482080934775
343176570584759.2,2117110696497.7761,74807.50476972267,24837.338410334647,4502368.460894962,0.00402811206139341,0.0012640222863102041,54146480349763.266,83081848944077.88,1792015.6861089608,0.0001003324195504839
328643329378384.06,1944644430251.8162,69950.93307144058,23011.519316040027,4336854.706487709,0.0032288900909072937,0.0010017185131418113,51848866358445.37,77876906194853.77,1720596.3572063753,7.931865625233969e-05
314654252275296.7,1785204648729.665,65384.44783056358,21310.175020423998,4177118.038486942,0.0025835617124105293,0.0007923399574833199,49638967315769.555,73001474719878.11,1651612.9027359323,6.25871659188801e-05
301191857758787.1,1637890067842.796,61092.3566540195,19725.533682186484,4022962.269005158,0.0020634367784681602,0.0006255252451654489,47513819309249.6,68433938487074.21,1585001.772788196,4.9290570817447926e-05
288239122136465.0,1501855581094.2244,57059.71729031418,18250.259810038267,3874198.0667176656,0.0016449892718732202,0.0004928763985105018,45470545189637.4,64154182508848.18,1520700.1043031346,3.8743935078593574e-05
275779470766073.44,1376309181304.4875,53272.30731438787,16877.432875123908,3730642.686663156,0.0013089628154209969,0.0003875997620318776,43506352437042.58,60143481283693.586,1458645.7715059677,3.0394679783743338e-05
263796769365636.9,1260509024919.45,49716.594746419934,15600.526788174602,3592119.7130432785,0.0010396246806367102,0.0003042100891522241,41618531068815.26,56384396116653.0,1398777.4320164656,2.379786363151696e-05
252275315408963.53,1153760633707.4048,46379.70959062299,14413.390216571712,3458458.81425282,0.0008241447841279751,0.00023828714911632427,39804451588633.02,52860680565277.57,1341034.56881875,1.8595911288914135e-05
241199829607478.9,1055414228777.9419,43249.41627945055,13310.227716664549,3329495.5094255228,0.0006520796878349091,0.00018627592124413543,38061562976235.64,49557193325516.45,1285357.5282761422,1.4502021421004892e-05
230555447479342.06,964862191978.9806,40314.08700808617,12285.581656880186,3205070.9458307954,0.0005149446496710116,0.00014532289220487,36387390717251.945,46459817933344.57,1231687.5543715316,1.1286613060429008e-05
220327711006743.75,881536649851.6436,37562.675943564514,11334.31490738915,3085031.6865008716,0.00040585936902934745,0.000113142198050971,34779534872562.543,43555388713483.55,1179966.8193506673,8.766275810926887e-06
210502560382273.38,804907175445.2748,34984.694292450265,10451.594272350885,2969229.507511119,0.00031925529472513796,8.790638841321439e-05,33235668186647.62,40831622456918.53,1130138.4509414476,6.794779303047486e-06
201066325845174.1,734478603416.2426,32570.18621058534,9632.8746410439,2857521.2043740153,0.0002506342615448408,6.815746331554602e-05,31753534234365.992,38277055354529.82,1082146.556318561,5.2557728586103425e-06
192005719608296.44,669788953955.0648,30309.705538094422,8873.883834500144,2749768.4070433746,0.0001963698398544143,5.273456754413832e-05,30330945605617.21,35880984755553.27,1035936.2429783395,4.056869645574079e-06
183307827876492.7,610407461205.9003,28194.293342531684,8170.608124592192,2645837.40305819,0.00015354415933772163,4.0715344120230215e-05,28965782127338.01,33633415357129.59,991453.6366843205,3.124862582262619e-06
174960102957188.16,555932701961.2972,26215.45625281724,7519.278402881534,2545598.968386328,0.00011981413663873393,3.1368465015389315e-05,27655989122288.492,31525009465311.0,948645.8966398748,2.4018634784475863e-06
166950355463789.16,505990820532.538,24365.145566405838,6916.3569769045835,2448928.205555726,9.330202686976375e-05,2.4115289127204897e-05,26399575704083.363,29547040998864.52,907461.2280391651,1.8421937480781014e-06
159266746612578.9,460233845812.53644,22635.737111971725,6358.5249719682715,2355704.3886879478,7.250605618433224e-05,1.8498957828401966e-05,25194613107929.797,27691352935378.957,867848.8921434538,1.4098856615379587e-06
151897780613696.16,418338096663.4509,21020.011849776078,5842.6703169308785,2265810.8150721886,5.622759907143669e-05,1.4159538335257454e-05,24039233056531.387,25950317924783.098,829759.2140249514,1.0766785179344466e-06
144832297156749.1,380002671875.2894,19511.137191800663,5365.876292864764,2179134.662941019,4.351195890316079e-05,1.0814074286222405e-05,22931626160625.07,24316801818692.043,793143.5881158111,8.204151544377936e-07
138059463991588.7,344948021054.5724,18102.64902368546,4925.410623928436,2095566.855129685,3.360031013870207e-05,8.240609428370653e-06,21870040353617.46,22784129885206.87,757954.4816948961,6.237615858958245e-07
131568769604711.84,312914592913.53455,16788.434410495163,4518.715090218525,2015001.92832012,2.589077974383558e-05,6.265421099042261e-06,20852779359792.35,21346055498122.64,724145.4364405937,4.731868893214358e-07
125350015991729.86,283661557540.4371,15562.714968359693,4143.3956428229,1937337.9075893005,1.9906996112796396e-05,4.752841127571937e-06,19878201195563.07,19996731107103.285,691671.0681729508,3.5815222538436035e-07
119393311526298.88,256965599340.13867,14420.030884077274,3797.2130017534078,1862476.1859979213,1.5272726622372716e-05,3.597157825349039e-06,18944716703247.56,18730681311444.637,660487.0649040119,2.704675530072485e-07
113689063925860.9,232619777441.2056,13355.22556485021,3478.073717902955,1790321.4089711397,1.1691468931216327e-05,2.7161880634584824e-06,18050788116847.28,17542777874690.88,630550.1833104079,2.0378250504227377e-07
108227973314510.69,210432450471.3907,12363.43090042219,3184.0216806391886,1720781.36323798,8.930063970341544e-06,2.0461865746915624e-06,17194927659314.68,16428216530739.764,601818.2437378408,1.5318435575827368e-07
103001025383255.89,190226262707.2894,11440.053120009965,2913.230053120176,1653766.8701091488,6.805566823476673e-06,1.5378235148589942e-06,16375696170797.826,15382495444280.629,574250.1238425898,1.14881277842714e-07
97999484647904.6,171837188706.29474,10580.75922657423,2663.993617892823,1589191.6828862275,5.1747509545935225e-06,1.1530134511290872e-06,15591701767354.824,14401395199561.086,547805.7509706734,8.595336916304445e-08
93214887804764.69,155113633629.6061,9781.463991139795,2434.7215158104395,1526972.3882064475,3.925736243334498e-06,8.624213796088258e-07,14841598529634.342,13480960201673.1,522446.0933710689,6.415740353007019e-08
88639037184309.4,139915586563.94464,9038.317490064957,2223.9303617830074,1467028.3111390872,2.971326047741348e-06,6.435058334552244e-07,14124085221023.174,12617481383871.666,498133.15033507766,4.7774071197048485e-08
84263994302912.73,126113824246.74504,8347.693168365982,2030.2377213491177,1409281.423859148,2.24371641390635e-06,4.78987058949259e-07,13437904034765.46,11807480122966.38,474829.94134975004,3.548874476567503e-08
80082073512728.55,113589162694.90045,7706.176412423587,1852.355932533113,1353656.257734241,1.6903044463166366e-06,3.5565079834592505e-07,12781839369562.926,11047693272635.87,452500.49434927216,2.6298634490204978e-08
76085835749738.06,102231754330.57196,7110.553615635677,1689.0862579231257,1300079.81866934,1.2703751377165414e-06,2.6341640799296127e-07,12154716633169.672,10335059231660.135,431109.83314422483,1.94406660414263e-08
72268082379959.58,91940428289.14905,6557.801720831943,1539.3133523737852,1248481.5055627718,9.524886427101944e-07,1.9461266953567477e-07,11555401073499.883,9666704970618.316,410623.96410473046,1.4335591333358375e-08
68621849143768.81,82622071684.06628,6045.078223527711,1402.0000322028825,1198793.03173471,7.124247455527231e-07,1.434163889425013e-07,10982796636770.814,9039933946601.021,391009.86216980446,1.0544784565696446e-08
65140400198244.64,74191049690.87988,5569.711620368525,1276.182332211182,1150948.3491968396,5.315695215918772e-07,1.0541827109842012e-07,10435844852208.775,8452214840991.117,372235.4562515132,7.736926627507362e-09
61817222257412.56,66568662398.69566,5129.192287401575,1160.9648373097173,1104883.5756390824,3.9565209034822073e-07,7.728805609122775e-08,9913523742850.152,7901171060416.743,354269.61409910145,5.662378515036911e-09
58646018830224.7,59682636460.7625,4721.163773102005,1055.5162759882396,1060536.924015655,2.937578748199756e-07,5.65168741044804e-08,9414846761974.285,7384570945615.541,337082.1266846745,4.133518611751509e-09
55620704556074.0,53466649657.704056,4343.414491381939,959.0653633015155,1017848.6346190035,2.175597183129121e-07,4.121951812361525e-08,8938861754710.17,6900318637204.336,320643.69216884713,3.0096940561439496e-09
52735399637607.65,47859886566.51543,3993.8698001190055,870.8968814864669,976760.9095360418,1.6072022941669676e-07,2.9983090543180345e-08,8484649944363.733,6446445551257.175,304925.8995014542,2.185732814958098e-09
49984424370564.57,42806623606.020584,3670.5844510517354,790.3479867522408,937217.8493864049,1.1842837350649055e-07,2.175144827782966e-08,8051324943017.14,6021102421187.738,289901.2117094157,1.5831965023529578e-09
47362293770328.83,38255841805.00744,3371.7353972085984,716.8047312066909,899165.3922477901,8.704105390869413e-08,1.5737210428705842e-08,7638031785957.165,5622551865734.013,275542.9489207391,1.1437373388863431e-09
44863712294854.99,34160865712.690186,3095.614944358067,649.6987892966333,862551.254678131,6.380659531676094e-08,1.135493138230592e-08,7243945989494.246,5249161445880.903,261825.27117090535,8.240662902159101e-10
42483568663587.37,30479026942.50574,2840.6242332924103,588.5043785442433,827324.8747490036,4.665195678248157e-08,8.170483703079584e-09,6868272631739.258,4899397176351.564,248723.1610350011,5.921516655025966e-10
40216930771958.875,27171350909.520317,2605.267040084595,532.7353647590392,793437.35700881,3.4019406761218086e-08,5.862822148588805e-09,6510245455909.761,4571817459870.075,236212.40612635558,4.24354922148524e-10
38059040701026.38,24202265388.91192,2388.143881786801,481.9425422929609,760841.4192985712,2.4741487607455094e-08,4.195178824292479e-09,6169125995743.2,4265067414767.9497,224269.58149987014,3.0327840134851375e-10
36005309821761.99,21539329588.102108,2187.9464153684357,435.7110802850741,729491.3413467341,1.79455432963832e-08,2.9934227292459216e-09,5844202722599.377,3977873568688.7544,212872.03199577244,2.1615240709715063e-10
34051313993491.156,19152982488.146458,2003.4521180217882,393.6581262126059,699342.9150730888,1.2981012791422357e-08,2.1298467358950273e-09,5534790213839.572,3709038893156.3228,201997.85455716358,1.5362976710095883e-10
32192788855935.82,17016309270.968271,1833.5192372922897,355.4305584256027,670353.3965352961,9.36420791320672e-09,1.5110547144024872e-09,5240228342075.425,3457438155626.675,191625.88055253457,1.088874066639312e-10
30425625214289.668,15104824707.941734,1677.0819998200423,320.70287969396725,642481.4594546712,6.736483695220713e-09,1.0689374025753849e-09,4959881484885.252,3222013567353.165,181735.6581321549,7.695859769348969e-11
28745864516724.035,13396272442.226011,1533.1460678054134,289.17524413745065,615687.1502609331,4.832639156983012e-09,7.539685132049526e-10,4693137754601.377,3001770706972.9375,172307.43464533475,5.423804223376723e-11
27149694423692.848,11870439152.121347,1400.7842326371156,260.5716102415344,589931.844598466,3.457111694003453e-09,5.302387977699006e-10,4439408247776.733,2795774701178.2256,163322.13914344925,3.811608863631987e-11
25633444468376.54,10508982635.603373,1279.1323354439683,234.6380129849005,565178.2052392546,2.46609236563514e-09,3.717881565349961e-10,4198126313944.516,2603146645181.5044,154761.36499183907,2.6709154868477802e-11
24193581807577.54,9295272907.099886,1167.3854046509532,211.14094841737514,541390.1413503528,1.7541268612386871e-09,2.5990441168921515e-10,3968746843289.9507,2423060246924.559,146607.3526118729,1.8661623546903732e-11
22826707062353.004,8214245446.539898,1064.7940009368924,189.8658643308225,518532.76906603033,1.2441052964880561e-09,1.8113984520365762e-10,3750745572858.1196,2254738680129.7007,138842.97237275494,1.3000679761527361e-11
21529550247643.46,7252265787.754233,970.6607603038784,170.61575095951676,496572.373317004,8.798049554892404e-10,1.258591098814374e-10,3543618410927.4365,2097451632351.929,131451.70765106904,9.030252326383545e-12
20298966790131.76,6397004678.470101,884.3371262770621,153.20982593105387,475476.37087140477,6.203507847482104e-10,8.717934804902261e-11,3346880779183.144,1950512535171.2234,124417.63807447164,6.253752082385789e-12
19131933633541.215,5637323087.451848,805.2202625581186,137.4823079639506,455213.27454409096,4.361123388798116e-10,6.019892569692416e-11,3160066972330.633,1813275964571.8308,117725.42296454517,4.317954640460225e-12
18025545430558.395,4963166375.832496,732.7501377551724,123.28127407380961,435752.6585328751,3.056735446462384e-10,4.1437904394052016e-11,2982729534793.4985,1685135200394.3337,111360.28499237157,2.9723623420629066e-12
16977010820542.748,4365466989.388557,666.406774106945,110.46759530639561,417065.1248420213,2.1360135399710216e-10,2.8433373602389988e-11,2814438654146.1304,1565519934523.517,105307.99405913036,2.039864076717871e-12
15983648792163.35,3836055066.4768724,605.7076524084914,98.91394626323155,399122.2707551566,1.4880754133561956e-10,1.9447693301178388e-11,2654781570936.147,1453894118194.134,99554.851412758,1.3956161440362124e-12
15042885130081.207,3367576392.6114087,550.2052656302027,88.50388392360236,381896.65732132277,1.0334957321854518e-10,1.3258803092242967e-11,2503362004556.579,1349753939463.0789,94087.67401053567,9.51887028669266e-13
14152248944775.375,2953417167.2543087,499.48481400050304,79.13099149620778,365361.7788194387,7.155552081729029e-11,9.009991280125016e-12,2359799594833.0737,1252625922513.6382,88893.77913635943,6.472153637183046e-13
13309369284591.248,2587635081.3696065,453.1620345957258,70.69808325426204,349492.03316798754,4.938739471993575e-11,6.10260749931393e-12,2223729358996.255,1162065141029.7124,83960.96928042304,4.3867758939768337e-13
12511971829070.084,2264896235.6830993,410.8811587476848,63.11646651984486,334262.6932480503,3.397936697155213e-11,4.11969059918706e-12,2094801163714.2385,1077653538408.1437,79277.51728802227,2.9639061846674054e-13
11757875662601.746,1980417459.4525363,372.31299084074436,56.30525716684049,319649.87910915766,2.330387935216296e-11,2.771780380965073e-12,1972679211865.4146,998998348069.2452,74832.15178329844,1.9961579453652308e-13
11044990127424.104,1729913617.9224617,337.1531023251195,50.190745207047996,305630.53102874843,1.59309765455847e-11,1.8585956993985182e-12,1857041543736.2493,925730607581.8744,70614.04287283658,1.3400647331879098e-13
10371311754976.957,1509549523.563972,305.12013502197533,44.70580721123432,292182.3833970817,1.0855383192209052e-11,1.24202305480884e-12,1747579552333.842,857503760742.8445,66612.78813323866,8.96697536188009e-14
9734921274603.205,1315896091.7270453,275.95420803854023,39.78936249614591,279283.9394007359,7.372652074287943e-12,8.271411121765288e-13,1643997512507.7537,793992342143.4979,62818.39888600335,5.980593735547375e-14
9133980698573.604,1145890405.5076373,249.4154228475418,35.385870180033635,266914.446478776,4.990743625375768e-12,5.489354263440992e-13,1546012123580.1494,734890739121.1315,59221.28676233755,3.975662086839152e-14
8566730482399.74,996799377.501093,225.28246131526922,31.444864373259456,255053.87252676,3.3671055126159935e-12,3.6302871006216513e-13,1453352065188.3044,679912026332.0886,55812.25055985067,2.634086785699239e-14
8031486759385.051,866186717.7230356,203.35127168593934,27.920524927227298,243682.8828247051,2.264044821775706e-12,2.392351460227063e-13,1365757566047.8516,628786868498.0396,52582.463392442885,1.7393807709063953e-14
7526638648353.019,751882937.3762652,183.43383774719388,24.771281314440653,232782.81766607097,1.5171793111014686e-12,1.5709392828756327e-13,1282979985349.9822,581262487169.8324,49523.460134127105,1.1446998732397257e-14
7050645633478.651,651958137.372849,165.35702661215362,21.959447355104775,222335.67066564743,1.0132090204476896e-12,1.027851114085167e-13,1204781406510.0725,537101687625.1725,46627.125156965485,7.507741340046237e-15
6602035015140.922,564697348.6318923,148.96151075780972,19.450884641622682,212324.06772515734,6.743074445403892e-13,6.700747832036257e-14,1130934242990.0374,496081942269.6017,43885.680362805484,4.907223858744331e-15
6179399430702.441,488578208.2096397,134.10076015742663,17.214692641706094,202731.2466360869,4.471981901874744e-13,4.3523551013682885e-14,1061220855920.8071,457994527145.3708,41291.67350801715,3.1963875817551527e-15
5781394444114.81,422250771.32647854,120.640100536246,15.22292358393281,193541.03730006868,2.9553680786479165e-13,2.8165596532951994e-14,995433183255.9324,422643708371.85706,38837.96682000893,2.0747605269660454e-15
5406736203239.838,364519274.37860477,108.4558339651576,13.450320346569583,184737.84254785636,1.9461608637127078e-13,1.8159029876635647e-14,933372380191.5212,389845975544.9732,36517.725903887345,1.3419902524806878e-15
5054199163769.749,314325678.105324,97.43441818608915,11.87407568157925,176306.61953860114,1.2769901289840822e-13,1.1663549313841752e-14,874848470592.0743,359429319312.676,34324.40893726284,8.649506583662173e-16
4722613878623.078,270734833.26921463,87.47170123590463,10.473611211154042,168232.86172181126,8.348796984949272e-14,7.463085580635096e-15,819680009165.9336,331232550520.3869,32251.756150854064,5.554967411041576e-16
4410864851687.566,232921123.53821412,78.47220810248965,9.230374734050663,160502.58134498555,5.4384306505271025e-14,4.757083699328153e-15,767693754138.2806,305104658484.70013,30293.779592237086,3.554736406830769e-16
4117888454776.7373,200156451.7777619,70.34847630764557,8.127654473661805,153102.29249053771,3.5295738525954343e-14,3.0205274147013517e-15,718724350173.7332,280904206107.1502,28444.753169793905,2.2665033155117815e-16
3842670906662.6245,171799446.7078998,63.0204374664575,7.150408989340117,146018.9946261486,2.2822092269663887e-14,1.9104214763418198e-15,672614021304.6166,258498759682.64557,26699.202973659176,1.4398445801774946e-16
3584246313044.489,147285776.8945276,56.41484202202627,6.285111557194156,139240.15665328407,1.470139460272513e-14,1.2035515255895991e-15,629212273625.056,237764351390.56976,25051.897870222216,9.113228659555384e-17
3341694766310.7456,126119468.36410502,50.464724498008614,5.51960790659298,132753.70143908533,9.434453850426618e-15,7.552205459858825e-16,588375607514.9786,218584972580.73126,23497.840366530058,5.746630378975647e-17
3114140503949.8413,107865130.79461728,45.108906749343085,4.842986274142923,126547.99081737404,6.0313602599560835e-15,4.719988112978188e-16,549967239162.0145,200852096082.37073,22032.257740743735,3.610151386520244e-17
2900750124465.152,92141005.27872586,40.29153682401554,4.245458808123786,120611.8110449603,3.840953429273994e-15,2.9379896276675144e-16,513856831153.1944,184464225872.6174,20650.593434626106,2.259411697554954e-17
2700730859648.9155,78612754.11279622,35.96166117582542,3.7182534234764906,114934.35869991346,2.436536559608723e-15,1.821318754104801e-16,479920231912.109,169326472541.80338,19348.49870389055,1.4086712332613612e-17
2513328902070.9224,66987919.97186147,32.07282808996844,3.2535152706042507,109505.2270088838,1.5395778680071485e-15,1.1244288192747644e-16,448039223761.02325,155350153087.39935,18121.824522096562,8.7489227143798e-18
2337827786639.2227,57010988.218112774,28.582720299997657,2.8442170406563045,104314.39259097882,9.689688178684626e-16,6.913088204128229e-17,418101279391.11475,142452413656.43646,16966.613733666334,5.4127299743638884e-18
2173546825092.282,48458991.99066044,25.452814886472503,2.484077385786938,99352.20260609867,6.07409804101719e-16,4.2324322725585994e-17,389999326527.7149,130555873938.65286,15879.09345149142,3.335654130053846e-18
2019839592284.9668,41137605.16720948,22.64806865448359,2.167486785285449,94609.36229601665,3.792293539893187e-16,2.5802943159128247e-17,363631520581.06824,119588291989.55148,14855.667694507785,2.047549385989236e-18
1876092463134.2395,34877673.30284343,20.136627289383576,1.8894402376214052,90076.92290685783,2.358057570725968e-16,1.5663656638203332e-17,338901025076.69434,109482248334.57367,13892.910260548686,1.2518784401743221e-18
1741723199094.9148,29532137.264962584,17.88955668759548,1.6454762045041729,85746.26998197667,1.460236446168712e-16,9.467710376740129e-18,315715799663.0137,100174848272.90227,12987.557829717583,7.62341987112607e-19
1616179583040.6074,24973308.522984505,15.880594952432098,1.4316212761680498,81609.11201457812,9.005174946690194e-17,5.697807120857428e-18,293988395497.3878,91607441362.45255,12136.503293480442,4.623626538104738e-19
1498938101430.7495,21090458.94184048,14.085923633589339,1.24434006741649,77657.469449748,5.5302534889604074e-17,3.414007012084808e-18,273635757815.20905,83725357126.58183,11336.7893046351,2.7928397855234637e-19
1389502672650.7805,17787691.493573654,12.483956873491,1.0804898916351733,73883.66402586593,3.381936206712033e-17,2.0365623973788558e-18,254579035490.09097,76477656078.32405,10585.602043290331,1.6800593157347465e-19
1287403420419.4495,14982061.564182276,11.055147204115615,0.9372797951525345,70280.30844567947,2.0593809919418075e-17,1.209456589470405e-18,236743397396.6121,69816895209.70668,9880.265193969866,1.0064756777311077e-19
1192195491164.7415,12601921.514858639,9.78180681444159,0.812233567125682,66840.29636760528,1.248654197204072e-17,7.150304708001023e-19,220057855390.41525,63698907142.24473,9218.234128950036,6.004358216365148e-20
1103457914277.981,10585463.878359342,8.647943181351515,0.7031563706865644,63556.7927080969,7.538153580160718e-18,4.208068527323432e-19,204455093723.79172,58082592180.19803,8597.090292939401,3.5669655067483385e-20
