p+n->D+γ,D+p->He3+γ,D+D->n+He3,D+D->p+T,He3+n->p+T,T+D->n+He4,He3+D->p+He4,He3+He4->Be7+γ,T+He4->Li7+γ,Be7+n->p+Li7,Li7+p->He4+He4
3210.0945253193913,301.46487215301653,5031290.593334751,4371944.227104496,44742522.349293925,8048824.283271571,7437499.273954792,133.16731140084275,446.1204518077359,50444080.90926687,1008637.3879945063
3111.3701807976813,293.43134782236655,4897215.285961594,4255439.375080273,43550210.491064355,7879092.20299503,7263904.1765238,128.29221894094886,434.2321031639878,49099832.24630431,981758.9230530113
3015.644664008896,285.6119032042555,4766712.856702655,4142039.178522838,42389671.7089295,7712918.075435114,7094289.721007631,123.59175625726016,422.6605587216667,47791405.51597098,955596.7233285406
2922.8287385034114,278.0008334397158,4639688.094454049,4031660.903662743,41260059.30463882,7550227.581941598,6928565.692460358,119.05981335308252,411.39737618949687,46517846.1248999,930131.7015755161
2832.835751529476,270.5925856945345,4516048.325325309,3924224.0214442876,40160549.143005,7390947.953069268,6766643.905731584,114.69048833927769,400.4343382488562,45278224.91800805,905345.2791908771
2745.5815615327915,263.38175510805337,4395703.345026981,3819650.1487736665,39090339.05063695,7235007.936321762,6608438.159995117,110.4780805681798,389.76344655863903,44071637.50060958,881219.3726596262
2660.984467634377,256.3630808499266,4278565.353059976,3717862.991332752,38048648.23069539,7082337.764566566,6453864.194293649,106.41708398556042,379.37691591988016,42897203.57859352,857736.3803615783
2578.965141033008,249.53144228195794,4164548.8886586544,3618788.287916777,37034716.6932442,6932869.125107198,6302839.644076738,102.50218069403024,369.26716859587896,41754066.31618453,834879.1697296846
2499.4465582802595,242.88185522221954,4053570.768440917,3522353.756255337,36047804.70078192,6786535.129398934,6155283.998709999,98.7282347214489,359.4268287836847,40641391.71081823,812631.0647505668
2422.3539363774817,236.4094683087262,3945550.0257198447,3428489.040277181,35087192.228549115,6643270.283394707,6011118.559933815,95.09028598810816,349.84871723290837,39558367.98467538,790975.8337981455
2347.614669645501,230.10955946000905,3840407.851432525,3337125.6587802703,34152178.43921724,6503010.458507983,5870266.401250314,91.58354446662125,340.5258460079296,38504204.99243,769897.6777914708
2275.1582683193205,223.9775324300112,3738067.5366430697,3248196.955469723,33242081.17157641,6365692.863179885,5732652.328218011,88.20338452863987,331.45141338968625,37478133.644780524,749381.2186681358
2204.916298821309,218.00891345478877,3638454.4165778127,3161638.0503271525,32356236.442848746,6231256.015037958,5598202.8396338,84.94533947267989,322.6187989133207,36479405.34734266,729411.4881648517
2136.822325667707,212.19934798857201,3541495.816151881,3077385.792275939,31493997.96426424,6099639.713634262,5466846.089582511,81.80509622750729,314.0215585380648,35507291.4544949,709973.9168970002
2070.811854964574,206.5445975268033,3447120.9969473695,2995378.713107864,30654736.66954548,5970785.013750708,5338511.8503346555,78.77849022569515,305.65341994583844,34561082.73777785,691054.3237291962
2006.8222794504711,201.04053651383836,3355261.10560449,2915556.9826375586,29837840.25595782,5844634.199259953,5213131.476073485,75.86150044212265,297.50827796513386,33640088.868460245,672638.9054291116
1944.7928250443147,195.68314933304902,3265849.123587971,2837862.3650519745,29042712.737589374,5721130.757530132,5090637.867432784,73.05024459233402,289.5801901168436,32743637.91389319,654714.2265969992
1884.664498858131,190.4685273771371,3178819.8182921303,2762238.176423093,28268774.010535687,5600219.354362292,4970965.436827392,70.34097448582902,281.8633722787866,31871075.847286157,637267.2098635865
1826.380038635324,185.3928661965182,3094109.695448896,2688629.2433528355,27515459.42967131,5481845.809449297,4854050.074558702,67.7300715294972,274.3521944657665,31021766.07054638,620285.1263491729
1769.8838635763254,180.452462723696,3011656.952804067,2616981.8627200136,26782219.39669964,5365957.072345451,4739829.115677835,65.21404237655052,267.0411767220831,30195088.949833717,603755.5863769765
1715.1220265144852,175.64371257160286,2931401.4350280436,2547243.7624999643,26068518.95918071,5252501.19893618,4628241.30758966,62.78951471644494,259.92498512350306,29390441.363492347,587666.530433956
1662.0421674060062,170.9631074039352,2853284.5898280917,2479364.0636282717,25373837.42024408,5141427.328397384,4519226.778381044,60.45323320141322,252.99842788577072,28607236.262029257,572006.2203725117
1610.5934680987775,166.40723237556392,2777249.4252301464,2413293.242880747,24697667.958702214,5032685.660634254,4412727.005857206,58.20205550536177,246.25645157681973,27844902.239818472,556763.2308466429
1560.7266083458944,161.97276364115467,2703240.4679989847,2348983.096742608,24039517.25928725,4926227.4341896,4308684.78727036,56.032948511009465,239.69413742992373,27102883.118218746,541926.4409763206
1512.3937230305585,157.6564659301783,2631203.723166423,2286386.7062404696,23398905.152741242,4822004.904611925,4207044.209725227,53.94298462126686,233.3066977550946,26380637.53980038,527485.0262339885
1465.5483605699424,153.4551901865436,2561086.6346380264,2225458.40271151,22775364.265497472,4719971.323273653,4107750.621246264,51.92933819097536,227.08947244611113,25677638.573385216,513428.4505472746
1420.1454424665285,149.3658712711298,2492838.0468495823,2166153.7344848323,22168439.678697117,4620080.916630204,4010750.602491874,49.98928207523936,221.03792558062983,24993373.329611726,499746.4586121549
1376.141223976155,145.3855257255423,2426408.1674453528,2108429.4344506986,21577688.596292503,4522288.865910668,3915991.9391011447,48.120184290696244,215.14764211089573,24327342.586744465,486429.0684109536
1333.4932558629766,141.5112495954609,2361748.5309509025,2052243.3884940052,21002680.02199494,4426551.287231173,3823423.5946590025,46.31950478618044,209.41432464264176,23679060.42645526,473466.56392973074
1292.1603472122042,137.74021631199162,2298811.9634139696,1997554.6047689342,20442994.444831196,4332825.212122112,3732995.684265964,44.58479231933995,203.83379029982314,23048053.879309997,460849.48806973407
1252.1025292723475,134.06967462947765,2237552.5479876115,1944323.1837924034,19898223.53307954,4241068.568460631,3644659.448699026,42.91368143587066,198.4019676729033,22433862.579702824,448568.63574775384
1213.2810202993976,130.49694661826328,2177925.5914304885,1892510.2893344546,19367969.8363617,4151240.161799961,3558367.229150447,41.30388954813022,193.11489384846084,21836038.429985557,436615.047180337
1175.6581913761224,127.01942571094753,2119887.5914998637,1842078.120084376,18851846.49567365,4063299.6570872976,3474072.4425315596,39.753214109992925,187.96871151795335,21254145.273547538,424980.0013469675
1139.1975331803696,123.63457480070237,2063396.2052135274,1792989.882071874,18349476.961143598,3977207.560762214,3391729.5573290014,38.25952988490039,182.95966616352834,20687758.57660745,413655.0096274427
1103.8636236769337,120.33992439026619,2008410.2179574724,1745209.7618231615,17860494.71731113,3892925.2032276113,3311294.0700009833,36.8207863041541,178.08410331882556,20136465.118484627,402631.80960879964
1069.6220967082568,117.13307079026497,1954889.5134168176,1698702.9002324077,17384543.015727334,3810414.7216855325,3232722.4819016224,35.43500491258729,173.33846590277645,19599862.69012433,391902.3590572798
1036.4396114598342,114.01167436554411,1902795.0443080075,1653435.3671294588,16921274.614680625,3729639.043330189,3155972.276721471,34.10027689883679,168.7192916244522,19077559.800656684,381458.83005092916
1004.2838227768693,110.9734578282328,1852088.8038909493,1609374.1365252857,16470351.525858365,3650561.8688908103,3081001.898432759,32.81476070752259,164.223210457068,18569175.39177533,371293.60326855315
973.1233523093246,108.01620457629515,1802733.7982403063,1566487.0625170995,16031444.76775959,3573147.656517012,3007770.7297280766,31.576679730723416,159.84694217930107,18074338.55972739,361399.26243086293
942.9277604631034,105.13775707635658,1754694.0192557157,1524742.8558355588,15604234.125678875,3497361.6059995764,2936239.070941472,30.384320076215683,155.58729398212853,17592688.284712005,351768.58888975566
913.6675191357164,102.33601528962467,1707934.4183912335,1484111.0610169482,15188407.918086188,3423169.6433196613,2866368.1194412056,29.23602841002107,151.44115813943895,17123873.16748985,342394.5563617802
885.3139852152935,98.94265474362095,1659281.7331146377,1441169.8532623001,14763220.495142682,3350538.405519599,2798119.9494836144,28.130209870882545,144.57294131367698,16739504.8863463,330785.3958605848
857.8393748224296,95.43939177820778,1610886.4593943297,1398277.2337281785,14343256.288523387,3279435.225888594,2731457.4925177945,27.065326054360643,137.13588022653337,16386754.773211502,318713.4106994244
831.2167382748288,92.05936978656571,1563819.25445769,1356598.4260671793,13935426.772743445,3209828.1194567904,2666344.517931054,26.039893064314462,130.1267691446874,16039900.717856942,307047.88835997414
805.4199357552699,88.79827829039723,1518046.9630705118,1316101.5994588102,13539359.251532784,3141685.7687912695,2602745.614225269,25.05247962959788,123.51818030434565,15698917.438025847,295776.26965144847
780.4236136638999,85.65195681764466,1473537.1260218981,1276755.655206769,13154694.15986461,3074977.510087697,2540626.170614521,24.101705283870047,117.28462329797598,15363775.758972937,284886.35687178624
756.203181636391,82.61638970418934,1430257.9709650949,1238530.2141872495,12781084.493493054,3009673.319551488,2479952.359034641,23.186238606482917,111.40239595796074,15034442.842933953,274366.30368979846
732.7347902099498,79.68770107509192,1388178.4031286172,1201395.6043206705,12418195.26954989,2945743.800062456,2420691.116555421,22.304795522471995,105.8494476246998,14710882.411259955,264204.60531298775
709.995309119645,76.86214999918603,1347267.9959134622,1165322.8480775636,12065703.016143868,2883160.1681170394,2362810.128186514,21.456137659736388,100.60525369818552,14393054.959245868,254390.08893347663
687.962306207999,74.13612581105508,1307496.981391024,1130283.6500287948,11723295.289065896,2821894.2410423458,2306277.810068253,20.639070761555054,95.65070047615586,14080917.963701632,244911.9044445962
666.6140269311898,71.50614359461987,1268836.2407159505,1096250.3844497562,11390670.213848745,2761918.4244763493,2251063.2930387524,19.85244315264173,90.96797937560731,13774426.083323708,235759.51542083942
645.9293744456996,68.96883982277278,1231257.2944674152,1063196.0829875355,11067536.05156384,2703205.700108712,2197136.4065689165,19.095144256998335,86.54048971881306,13473531.351941634,226922.6903539944
625.8878902596233,66.52096814767671,1194732.2929315837,1031094.4223993842,10753610.786859555,2645729.613676793,2144467.663057134,18.366103165879764,82.35274934101463,13178183.364722667,218391.49413842705
606.4697354332851,64.15939533653928,1159234.0063377821,999919.7123706318,10448621.73685461,2589464.263211558,2093028.242475613,17.664287254236147,78.39031234552017,12888329.457430517,210156.27979862157
587.6556723142113,61.88109734784581,1124735.8150596558,969646.8834192329,10152305.17960419,2534384.2875281647,2042789.977360508,16.988700844049024,74.63969339380402,12603914.878841575,202207.68045221217
569.4270467918858,59.68315554321181,1091211.6997927094,940251.4748940305,9864406.000947764,2480464.8549561566,1993725.3381381684,16.33838391302806,71.0882979740494,12324882.956432633,194536.60150190388
551.765771058116,57.56275303017798,1058636.231718604,911709.62307308,9584677.358633481,2427681.652304265,1945807.4187799841,15.71241084718211,67.72435814205696,12051175.25545797,187134.21304979682
534.6543068591875,55.51717113143607,1026984.5626661999,883998.0493680706,9312880.362691553,2376010.8740549386,1899009.9227784956,15.109889235825849,64.5368732740387,11782731.731545493,179991.9425277904
518.0756492263662,53.54378597612533,996232.4152788784,857094.0486403774,9048783.771102762,2325429.211783848,1853307.1494376087,14.5299587076279,61.51555541210156,11519490.87694124,173101.46753788134
502.013310671633,51.64006520899068,966356.0731969519,830975.4776338664,8792163.699871292,2275913.8437996195,1808673.9804698431,13.97178980634989,58.65077882055675,11261389.860542018,166454.70889629482
486.451305835919,49.80356481334084,937332.3712637967,805620.7435292407,8542803.34667495,2227442.424999305,1765085.8668938347,13.434582904969625,55.933533405028946,11008364.66185554,160043.8238755606
471.3741365773981,48.031926043879814,909138.685763522,781008.7926241732,8300492.727319831,2179993.076935018,1722518.816225305,12.917567156921292,53.355381676977295,10760350.199034821,153861.1996387557
456.7667774877628,46.322872465625125,881752.9246978475,757119.0991433193,8065028.424278886,2133544.3780874037,1680949.3799550033,12.419999483226965,50.90841897404122,10517280.451133473,147899.44686030285
442.6146618246831,44.67420709525235,855153.5181091694,733931.6541816962,7836213.3466413515,2088075.3543415866,1640354.6413071582,11.94116359433146,48.585236671826365,10279088.574731164,142151.393527822
428.903667849012,43.083809641335506,829319.4084565295,711426.9547848897,7613856.500844783,2043565.469661436,1600712.2032722202,11.48036904549125,46.378888145640296,10045707.015083263,136610.07891970838
415.6201055555377,41.549633840069674,804230.0410507491,689585.993168881,7397772.771600139,1999994.6169579732,1562000.1769077159,11.036950324603488,44.2828572614638,9817067.611945027,131268.74775320818
402.75070378643744,40.06970488318479,779865.3545545422,668390.2460822605,7187782.712460974,1957343.1091479233,1524197.1699012667,10.610265971398167,42.29102919434424,9593101.700224752,126120.84449792918
390.28259771683884,38.6421169348689,756205.7715531134,647821.6643131537,6983712.3455198435,1915591.670398422,1487282.2753898858,10.199697726948962,40.39766338956074,9373740.205619479,121160.00784984195
378.20331670217786,37.26503073463034,733232.1892003367,627862.6623429605,6785392.969749518,1874721.4275540242,1451235.0610298354,9.804649712493331,38.59736849754667,9158913.73538762,116380.06536095707
366.50077247733185,35.936671283134565,710925.9699452751,608496.1081486912,6592660.977535525,1834713.9017422174,1416035.5583114475,9.42454763658355,36.88507912776842,8948552.66440963,111775.02822000877
355.1632476977486,34.6553256081513,689268.9323434514,589705.3131554837,6405357.678974234,1795551.0001537197,1381664.2521134273,9.058838029622283,35.256034279722485,8742587.216690697,107339.08617958752
344.1793848130681,33.41934060784911,668243.3419570302,571474.0223406785,6223329.133537926,1757215.007993929,1348102.0704912879,8.70698750486647,33.70575732100673,8540947.542454906,103066.60262530163
333.53817526398007,32.22712096876732,647831.9023475688,553786.4044904187,6046425.988730971,1719688.5806019658,1315330.3746946903,8.368482045012735,32.23003739319156,8343563.790981588,98952.1097826676
323.2289489933006,31.07712715588784,628017.746164918,536627.0426097817,5874503.325384054,1682954.7357338169,1283330.9494085608,8.042826313506186,30.824912136027756,8150366.179330542,94990.30405755274
313.2413642625017,29.96787347231889,608784.4263354784,519980.92448704696,5707420.509255077,1646996.846006167,1252085.9932129947,7.729542989741929,29.486651629488456,7961285.057102337,91176.04150611632
303.56539776514865,28.897926186187465,590115.9073526496,503833.4334125688,5545041.04862347,1611798.6314975752,1221578.1092570461,7.428172127355663,28.21174346132445,7776250.967377604,87504.33343030629
294.191335028941,27.86590172242029,571996.5566722299,488170.33905258257,5387232.457584403,1577344.1525037275,1191790.2961416324,7.138270534825604,26.996878835284058,7595194.7039759,83970.34209509974
285.1097610982566,26.870464917173305,554411.1362151181,472977.7884780232,5233866.124764385,1543617.8024435411,1162705.9390068667,6.859411177633077,25.83893964198179,7418047.365173556,80569.37656376809
276.3115514893384,25.910327332746338,537344.7939794861,458242.29734834254,5084817.187197995,1510604.3009130098,1134308.800819261,6.591182601253856,24.734986420647694,7244740.4040165385,77296.8886475811
267.7878634104451,24.984245630894286,520783.0557644146,443950.74125008995,4939964.409117869,1478288.6868836877,1106583.0138543206,6.333188374275552,23.6822471457026,7075205.675361432,74148.4689664571
259.5301272395232,24.091020002519027,504711.8170066657,430090.34718989936,4799190.0654257545,1446656.3120428221,1079513.0713701688,6.0850465509596585,22.678106777342702,6909375.479775402,71119.84311718457
251.53003825212807,23.229492651793265,489117.33473211055,416648.68524145696,4662379.829624322,1415692.8342721758,1053083.8194679227,5.846389152588852,21.72009752010245,6747182.604422953,68206.86794593783
243.7795485925393,22.398546332837967,473986.21962315653,403613.6603457424,4529422.666002099,1385384.21126266,1027280.4491346572,5.61686166696181,20.80588973776159,6588560.361063542,65405.527921916284
236.27085948119398,21.597102937136707,459305.42820328625,390973.5042638643,4400210.725875204,1355716.694261946,1002088.4884648559,5.396122565418517,19.933283476985217,6433442.621282102,62711.93160903608
228.99641365174892,20.82412212993493,445062.25513962685,378716.7676816181,4274639.247699746,1326676.8219522922,977493.7950563789,5.183842836799395,19.10020055577754,6281763.849070266,60122.30823270056
221.94888801126336,20.078600033931053,431244.3256643761,366832.31246480916,4152606.4608796393,1298251.414455876,953482.5485770238,4.979705537761096,18.304677176218206,6133459.130874662,57633.00433877068
215.1211865171722,19.35956795862625,417839.5881156811,355309.30406427506,4034013.4931031633,1270427.5674649782,930041.2434978837,4.783405358890677,17.544857024061034,5988464.203223028,55240.48054195085
208.50643326488327,18.666091173753834,404836.3065983835,344137.20406946464,3918764.2810507617,1243192.6464944119,907156.681989755,4.5946482060784195,16.81898482063027,5846715.478038113,52941.30836089922
202.09796578001007,17.997267725266067,392223.05376502755,333305.76290932985,3806765.4843250727,1216534.2812536731,884815.966978963,4.413150796627237,16.125400295073828,5708150.065744312,50732.16713745298
195.8893285094042,17.35222729240672,379988.703717234,322805.01269923575,3697926.402461379,1190440.3601362973,863006.495359029,4.238640269593773,15.462532547447344,5572705.79627055,48609.841037453865
189.8742665053145,16.7301300844493,368122.4250275314,312625.260232446,3592158.894884725,1164899.0248239995,841715.9513546982,4.070853809873196,14.828894775319608,5440321.238047426,46571.216130738765
184.04671929715397,16.130165775729836,356613.6738815387,302757.0801147996,3489377.303686319,1139898.6650032008,820932.3000349165,3.9095382855556196,14.223079338633024,5310935.71509614,44613.2775479412
178.40081494550802,15.551552477650013,345452.18734032987,293191.30804099614,3389498.379098649,1115427.9131916096,800643.7809714337,3.7544498980979792,13.643753139432011,5184489.322301504,42733.106711834625
172.93086427315586,14.993535746372403,334627.9767226535,283919.0342109382,3292441.207554349,1091475.639672556,780838.9020397603,3.6053538448699918,13.089653294801295,5060922.938959293,40927.87864101873
167.631355268032,14.455387624973433,324131.3211066148,274931.59688451386,3198127.1422205437,1068030.9475348492,761506.433359304,3.4620239936479154,12.559583082952303,4940178.240684918,39194.85932383187
162.49694765318182,13.936405718862288,313952.76095030236,266220.57607311016,3106479.735904971,1045083.1678159524,742635.4013695737,3.3242425686437675,12.052408143864454,4822197.709767298,37531.40316044124
157.52246761890964,13.43591230331522,304083.09183080395,257777.78736617792,3017424.6762356306,1022621.85474633,724215.0830393938,3.1917998476714016,11.56705291724239,4706924.6440486275,35934.95047113637
152.70290271244482,12.953253462014377,294513.3583008572,249595.27589105064,2930889.7230206863,1000636.7810928614,706235.00020617,3.0644938700643856,11.102497301801868,4594303.164409043,34403.025068918854
148.0333968805791,12.48779825551784,285234.84786246484,241665.3104042582,2846804.6476996904,979117.9335992523,688684.9140422798,2.9421301549731664,10.657773521048293,4484278.220929775,32933.2318945486
143.5092456608587,12.038937918626244,276239.0850565767,233980.37751248878,2765101.1748016677,958055.5085214392,671554.8196457565,2.824521429681878,10.231963181778823,4376795.597808971,31523.25471227144
139.1258915170318,11.606085085645047,267517.82566794945,226533.1760213698,2685712.925329716,937439.9072559937,654834.9407524774,2.7114873675968707,9.824194512520432,4271801.91709838,30170.85386451667
134.8789193145723,11.188673042577518,259063.05104424254,219316.61141018066,2608575.36199522,917261.7320596012,638515.7245671371,2.6028543355709277,9.433639770027263,4169244.641328604,28873.86408391238
130.76405193221655,10.786155005316191,250866.96252829267,212323.79043061365,2533625.7362291296,897511.7818577165,622587.8367103531,2.498455150238463,9.059512802798233,4069072.075087095,27630.192361026082
126.77714600556293,10.398003422932602,242921.976002493,205548.01582767002,2460803.036900707,878181.0481405378,607042.1562792982,2.3981288430477457,8.701066761354156,3971233.365610422,26437.815866295707
122.91418779889243,10.023709305196627,235220.7165441641,198982.78118077267,2390047.940677301,859260.7109444856,591869.7710193231,2.3017204336870547,8.357591945732167,3875678.5024504536,25294.779924668357
119.17128920147613,9.662781573486235,227756.0131907014,192621.76586316404,2321302.7639622795,840742.1349174007,577061.9726040806,2.209080711611678,8.028413781318635,3782358.316270677,24199.196041521795
115.54468384473955,9.31474643427767,220520.8938133124,186458.83011764276,2254511.416350787,822616.8654657239,562610.2520217249,2.1200660253887396,7.712890914759302,3691224.4768279563,23149.23997848994
112.03072333675401,8.979146774434122,213508.58009805303,180488.01024669103,2189619.3555459357,804876.6249819533,548506.2950648167,2.0345380795864076,7.410413422253845,3602229.490190916,22143.149877866872
108.62587361062518,8.655541577537672,206712.48263288714,174703.51391506367,2126573.5436804984,787513.3091506959,534741.9779215972,1.9523637389432078,7.120401123071583,3515326.6952454974,21179.224434308835
105.32671138344448,8.343505360535536,200126.19609942634,169099.71556286098,2065322.4049919406,770518.9833316953,521309.3628663806,1.873414839562363,6.842301991613544,3430470.259535213,20255.821112603193
102.1299207225607,8.042627629996838,193743.4945679969,163671.15192714863,2005815.7848007313,753885.8790182159,508200.6940468308,1.797568006884521,6.575590661800594,3347615.1744817533,19371.354410311902
99.03228971602422,7.752512357300179,187558.3268946472,158412.51767019235,1948004.909744077,737606.3903692294,495408.3933659611,1.7247044802008225,6.319767017988236,3266717.2500292547,18524.294164146457
96.03070724413955,7.472777472096204,181564.81221869885,153318.66111234762,1891842.3492197064,721673.070813856,482925.0564567317,1.6547099434763162,6.074354866999339,3187733.108754407,17713.163898966333
93.12215984915224,7.203054373411389,175757.23555939412,148384.58006767606,1837281.9779959328,706078.6297265625,470743.44874717406,1.587474362261563,5.838900686228557,3110620.179481389,16936.539218335758
90.30372870017942,6.942987457781783,170130.04351021463,143605.41778037892,1784278.9399462314,690815.929171646,458856.50161401374,1.5228918264779474,5.612972443109039,3035336.6904400606,16193.046235610513
87.57258665057202,6.6922336638261575,164677.84002940517,138976.45896010956,1732789.612868747,675877.9807155527,447257.3086228093,1.4608603988694766,5.396158481544601,2961841.662002965,15481.360044561932
84.92599538497926,6.450462032688388,159395.38232522045,134493.12591428723,1682771.5743521487,661257.9423056276,435939.1218526684,1.4012819689210394,5.188066471201343,2890094.8990359274,14800.203228581182
82.36130265346458,6.217353283799008,154277.57683443537,130150.9747755035,1634183.5686517092,646949.1152139113,424895.34830365167,1.3440621120499516,4.988322415822725,2820056.982894461,14148.344407539638
79.8759395900904,5.992599405424309,149319.47529260474,125945.69182215654,1586985.4745403805,632944.9410446228,414119.5463850041,1.2891099538841746,4.796569716983034,2751689.2630972797,13524.596821412939
77.46741811347232,5.7759032594901925,144516.27089459347,121873.08989044963,1541138.274101452,619238.9988040131,403605.4224824119,1.2363380394471892,4.612468289928515,2684953.84870647,12927.816949807464
75.13332840686593,5.5669782001853925,139863.29454386552,117929.10487591526,1496604.0224307235,605825.0020312794,393346.82760250557,1.185662207075547,4.435693728371859,2619813.599442071,12356.903166555874
72.87133647542538,5.365547705866093,135356.01118903767,114109.79232263657,1453345.8182174698,592696.7959892842,383337.75409289025,1.1370014669012718,4.265936515309141,2556232.1165578477,11810.794428577976
70.67918177833346,5.17134502380004,130990.01624618891,110411.32409834734,1411327.7751745465,579848.3549138127,373572.3324359944,1.090277883736936,4.102901277115649,2494173.733503334,11288.46899822832
68.55467493357693,4.984112827304879,126761.03210542511,106829.98515365213,1370514.994289636,567273.7793201725,364044.82811510144,1.0454164642070467,3.946306078353705,2433603.5063961456,10788.943198377337
66.49569549319699,4.803602884850086,122664.90472020292,103362.17036356493,1330873.536870291,554967.2933659265,354749.6385509332,1.0023450479746039,3.7958817548880837,2374487.2043269146,10311.270199498536
64.50018978691146,4.629575740707369,118697.60027790871,100004.38144963658,1292370.3983568214,542923.2422685955,345681.29010720877,0.9609942029170754,3.6513712830575336,2316791.299518478,9854.538838054981
62.56616883206468,4.461800406748384,114855.20195021747,96753.22398095149,1254973.4828780936,531136.089777187,336834.435163635,0.9212971241110256,3.512529182793118,2260482.95735922,9417.872465502096
60.691706307918864,4.30005406500272,111133.90672172645,93605.40445226921,1218651.5785261865,519600.4156964264,328203.84925481345,0.8831895364895713,3.379120952706345,2205530.026329951,9000.427827243246
58.874936592359454,4.144121780602301,107530.0222954085,90557.72743764483,1183374.333326911,508310.9134625969,319784.42827358894,0.8466096010415531,3.2509225352937774,2151901.0278420034,8601.393970895519
57.1140528591415,3.993796224751405,104039.96407340646,87607.09281786553,1149112.231883988,497262.3877699102,311571.1857373934,0.8114978244258806,3.1277198105202095,2099565.146003697,8219.991183240538
55.40730523385872,3.8488774073740184,100660.25221171277,84750.49308006768,1115836.5726757417,486449.7522463595,303559.2501161762,0.7777969718789574,3.0093081161505597,2048492.2173309273,7855.46995525399
53.752999006869075,3.7091724191021007,97387.50874729358,81985.01068791877,1083519.445983667,475868.02717802,295743.8622205347,0.7454519832973104,2.8954917933004465,1998652.7204171203,7507.109974623728
52.14949290146235,3.574495182280203,94218.4547962129,79307.81552078023,1052133.71243337,465512.33728079294,288120.3726487013,0.7144098923817174,2.7860837557703415,1950017.7655764327,7174.2191451824165
50.59519739560511,3.4446662106729966,91149.90782134606,76716.16238028693,1021652.9821288177,455377.90951860155,280684.2392910626,0.6846197487331057,2.6809050818151805,1902559.0844735405,6856.132632695823
49.08857309564596,3.3195123775730475,88178.77896826534,74207.38856280241,992051.5943617834,445460.0709670734,273431.02489092416,0.6560325427943104,2.579784627083934,1856249.0197523804,6552.211936461685
47.628129160411596,3.19886669201689,85302.07046790374,71778.91149623648,963304.5978788804,435754.2467217628,266356.39466025686,0.6286011335355522,2.4825586575401664,1811060.5146753546,6261.843986188182
46.21242177417077,3.0825680828272524,82516.87310462337,69428.22643972952,935387.731689325,426255.9578499831,259456.1139491933,0.6022801787850273,2.389070501246306,1766967.102784129,5984.44026363285
44.840052666985436,2.9704611902092797,79820.36374831616,67152.90424474893,908277.4063971587,416960.8193853446,252726.04596806932,0.5770260681095328,2.299170217961719,1723942.8975917872,5719.4359484955285
43.50966768101435,2.8623961646379574,77209.80294918995,64950.58917614512,881950.686042251,407864.5383641039,246162.14956082965,0.5527968581533512,2.212714285567259,1681962.5823159902,5466.289088069462
42.21995538137444,2.758228472783007,74682.5325939083,62818.99679175753,856385.2704349675,398962.9119024591,239760.47702864808,0.5295522103468777,2.1295653023880843,1641001.399661962,5224.479790165853
40.96964571020675,2.6578187102263353,72235.9736217668,60755.91187918269,831559.4779699387,390251.8253139349,233517.17200263456,0.5072533308996011,2.0495917045412257,1601035.1416632442,4993.50943883682
39.75750868263398,2.5610324207356596,69867.6237996062,58759.18644832936,807452.228904886,381727.2502660243,227428.4673645284,0.48586291299505846,1.9726674974864384,1562040.1395881039,4772.899932431057
38.58235312333428,2.4677399218659737,67575.05555418163,56826.73777842888,784043.0290909176,373385.24297526764,221490.68321429967,0.46534508110829687,1.8986720010067113,1523993.2539182275,4562.192943525656
37.443025442494395,2.377816136668636,65355.913860719855,54956.54651818081,761311.9541412338,365221.94243997085,215700.22488360913,0.4456653373691979,1.8274896068905824,1486871.8644064635,4360.949200285376
36.338408449940935,2.291140431295284,63207.91418642824,53146.6548377372,739239.6340256174,357233.56870977744,210053.58099409367,0.4267905098977313,1.7590095486304376,1450653.860219447,4168.747788809028
35.26742020628474,2.2075964582913286,61128.84048771467,51395.164631271036,717807.2380784713,349416.4211913266,204547.3215594754,0.40868870303983057,1.6931256824911318,1415317.6301705528,3985.1854760294636
34.229012909947144,2.1270720053807812,59116.54325991833,49700.23576887027,696996.4604086411,341766.8769892486,199178.096130508,0.39132924943511016,1.6297362793403898,1380842.0530481688,3809.876052741112
33.222171818970686,2.04945884955107,57168.9376383569,48060.08439655357,676789.5056996524,334281.38928175595,193942.6319818002,0.37468266385009596,1.5687438266676277,1347206.4880439749,3642.449696335085
32.24591420654943,1.9746526162531948,55284.001549519635,46472.981283203306,657169.0753893331,326956.4857301168,188837.732339576,0.35872059871299816,1.51005484025055,1314390.7652852864,3482.552352828438
31.299288349245106,1.9025526435388664,53459.7739112503,44937.250213250816,638118.3542181577,319788.7669212985,183860.2746494524,0.34341580128832744,1.4535796849599845,1282375.1764752183,3329.8451377797787
30.381372546887114,1.8330618509625658,51694.35288078998,43451.2664239645,619620.9971360831,312774.9048430956,179007.20888333744,0.3287420724318673,1.3992324042221438,1251140.4656441147,3184.0037556890766
29.491274173182745,1.7660866130823525,49985.8941495604,42013.45508621921,601661.1165578527,305911.6413910616,174275.55588456854,0.3146742268686228,1.3469305576849226,1220667.820015298,3044.717937484675
28.62812875609432,1.7015366373990688,48332.60928359628,40622.289827646084,584223.2699571728,299195.7869065854,169662.40575043368,0.30118805493842804,1.2965950666602655,1190938.860987764,2911.6908957056244
27.791099087067348,1.6393248465790937,46732.76410854292,39276.29129708501,567292.4477904206,292624.2187454609,165164.91625123596,0.2882602857558624,1.2481500669388301,1161935.6352382929,2784.638796992136
